square_feet,num_bedrooms,num_bathrooms,lot_size,year_built,has_garage,neighborhood,price_k
1155.0,5,1,4178.0,2012,Yes,B,265.54
1511.0,2,2,3078.0,1963,Yes,C,247.39
3378.0,3,3,5651.0,1987,Yes,A,450.52
1847.0,2,2,5042.0,1974,Yes,A,289.3
2365.0,3,1,1422.0,1986,No,C,274.87
1675.0,3,3,7415.0,2005,Yes,B,310.26
955.0,5,2,5624.0,1956,Yes,B,267.72
1915.0,3,2,5111.0,1960,No,C,274.44
1867.0,2,2,4367.0,1984,No,C,269.17
1800.0,3,3,5608.0,1985,Yes,C,287.49
1943.0,2,2,5677.0,2019,No,C,284.92
2132.0,3,1,5602.0,2001,Yes,B,333.19
1925.0,4,2,6602.0,2018,Yes,A,353.72
1368.0,2,3,6943.0,1991,No,D,240.63
2243.0,3,2,8008.0,2020,No,C,340.51
1025.0,4,1,3745.0,1964,Yes,A,250.93
975.0,3,1,4140.0,1970,Yes,C,209.4
2370.0,2,2,5542.0,1950,No,A,339.85
2254.0,5,2,3831.0,2017,Yes,B,364.38
1971.0,3,2,4073.0,1960,Yes,B,295.63
1302.0,4,3,5713.0,1959,No,C,241.58
1646.0,3,4,6351.0,1994,Yes,A,320.22
1869.0,3,1,6914.0,2005,Yes,C,302.44
1202.0,3,2,4711.0,1968,Yes,D,235.87
1630.0,3,1,5695.0,1991,Yes,D,276.92
2326.0,2,3,5364.0,1990,Yes,A,351.64
2714.0,3,2,5026.0,1969,Yes,D,353.82
1790.0,4,1,3776.0,1976,Yes,B,295.13
2378.0,4,3,3585.0,1961,No,C,323.76
1043.0,2,3,6000.0,2013,Yes,D,235.35
2330.0,3,1,3751.0,1987,No,C,310.14
1598.0,4,1,2335.0,2015,Yes,B,302.9
2154.0,4,2,4952.0,2007,Yes,B,362.24
1876.0,2,2,7183.0,1960,No,C,288.04
2660.0,4,3,808.0,1979,Yes,D,342.26
1563.0,3,2,4568.0,2013,Yes,D,256.92
2314.0,3,2,6013.0,1997,No,B,339.89
1860.0,3,3,2265.0,1989,Yes,A,293.02
1921.0,4,2,4680.0,2017,Yes,B,327.25
1908.0,5,2,3291.0,1970,No,B,306.01
1577.0,5,2,3489.0,1954,Yes,B,275.42
1993.0,2,3,4396.0,1985,Yes,C,303.91
1969.0,5,1,3315.0,1956,No,C,292.36
2121.0,2,2,3191.0,2009,No,B,298.58
2042.0,3,1,4911.0,2005,Yes,C,308.21
2399.0,3,3,8341.0,1980,Yes,C,369.05
2462.0,3,2,6137.0,1974,No,B,358.09
1475.0,4,2,6516.0,2005,Yes,C,290.42
2434.0,3,4,6196.0,1983,Yes,C,369.43
1407.0,5,3,3954.0,1993,Yes,B,291.33
2294.0,3,4,5466.0,1956,Yes,B,356.62
2310.0,3,1,6647.0,2000,Yes,A,363.27
1044.0,5,3,6243.0,1974,No,A,270.93
2046.0,2,2,5292.0,1977,Yes,D,306.54
1766.0,4,1,5780.0,1991,Yes,B,302.89
1621.0,4,2,8694.0,1976,Yes,C,302.37
2675.0,3,2,6259.0,1986,Yes,D,371.46
1673.0,4,1,4527.0,2004,Yes,C,282.77
1597.0,2,2,4889.0,1987,Yes,A,292.52
2038.0,4,3,3419.0,2005,No,C,329.18
2343.0,2,2,8521.0,1983,No,C,334.08
1929.0,3,2,7406.0,1978,Yes,B,325.31
2583.0,2,2,5125.0,1997,No,C,330.89
2265.0,3,3,8271.0,1995,Yes,C,366.8
911.0,4,1,5949.0,1986,No,B,211.48
1735.0,5,2,4354.0,1952,No,D,252.86
1719.0,4,2,6360.0,1999,Yes,A,316.19
2240.0,3,3,5598.0,1970,Yes,B,342.65
688.0,5,1,6257.0,1997,Yes,A,231.91
3275.0,3,2,2946.0,2007,Yes,C,427.24
2266.0,3,2,3785.0,1980,Yes,A,332.15
2074.0,3,3,7233.0,1956,Yes,B,342.11
2591.0,3,1,7540.0,2006,Yes,A,377.87
3172.0,4,2,7123.0,1985,Yes,C,420.84
2435.0,2,1,8328.0,1973,No,A,342.28
2474.0,3,4,5866.0,1973,Yes,C,350.49
2065.0,4,2,5761.0,2005,Yes,C,331.73
1929.0,5,2,3630.0,2010,Yes,A,355.94
1762.0,4,2,4129.0,2019,Yes,B,311.86
1587.0,3,2,2018.0,1977,Yes,B,268.71
1656.0,4,1,4518.0,1981,No,B,275.79
1325.0,3,2,1912.0,1994,Yes,D,233.72
1962.0,3,4,6621.0,2018,Yes,A,339.96
1158.0,5,2,5583.0,2017,Yes,C,279.56
2095.0,5,3,1961.0,1967,No,D,302.16
1982.0,4,1,4715.0,1951,Yes,A,316.16
2073.0,2,3,7951.0,1952,No,C,313.94
1739.0,4,2,4812.0,1978,Yes,C,303.67
3538.0,5,2,3502.0,1997,No,B,444.82
2680.0,3,2,2322.0,2014,Yes,B,361.64
1378.0,3,3,2367.0,1991,Yes,B,261.28
2116.0,4,3,5803.0,1955,No,C,312.92
1696.0,3,2,4349.0,2008,Yes,B,301.98
1493.0,5,2,4474.0,1968,Yes,B,288.17
1330.0,3,1,4355.0,2001,Yes,D,239.14
2216.0,4,2,4790.0,2010,Yes,A,348.47
1659.0,4,2,3159.0,1951,No,B,273.31
2484.0,3,2,5474.0,1972,No,B,350.97
2497.0,4,2,2866.0,1968,Yes,B,346.89
2687.0,3,3,3866.0,2019,Yes,B,379.62
1574.0,3,3,6516.0,1999,Yes,A,305.83
2238.0,2,1,5564.0,2010,Yes,B,346.93
2316.0,3,3,6029.0,1968,Yes,B,358.03
1763.0,4,1,8226.0,1971,Yes,B,311.17
1614.0,5,3,4911.0,1952,No,A,292.27
2805.0,3,1,5032.0,1954,Yes,A,363.58
2114.0,3,3,4604.0,2016,No,C,323.99
2318.0,2,2,4335.0,2009,Yes,A,343.2
1589.0,4,2,3484.0,1988,Yes,B,291.52
1390.0,5,2,5126.0,1977,Yes,C,289.9
1715.0,4,1,5533.0,1950,Yes,A,287.75
1938.0,4,1,5616.0,1971,No,B,291.13
1468.0,3,2,5097.0,1994,No,C,257.39
1995.0,2,3,6389.0,2000,Yes,A,333.47
1156.0,4,2,5044.0,2000,Yes,B,262.11
1440.0,4,2,4386.0,1977,Yes,B,284.57
2335.0,4,2,3610.0,1979,Yes,B,352.03
2302.0,4,2,2677.0,1957,Yes,A,337.25
1804.0,4,2,7191.0,1990,No,A,312.88
1491.0,4,3,3951.0,1974,Yes,A,294.61
1486.0,5,2,3611.0,2008,Yes,D,286.63
1813.0,5,1,4374.0,1983,No,A,288.57
2322.0,3,1,4582.0,1988,Yes,B,332.0
2464.0,2,2,7458.0,2020,Yes,B,372.75
1752.0,3,2,4508.0,1995,No,B,276.1
1423.0,4,1,8950.0,1987,Yes,B,278.96
2134.0,2,4,5096.0,1982,Yes,C,312.11
1588.0,2,2,8086.0,1971,Yes,D,268.29
1741.0,2,2,6341.0,1976,No,B,273.95
2663.0,4,1,5542.0,2012,Yes,A,373.44
2414.0,3,3,7367.0,1976,Yes,D,341.84
2079.0,3,3,6683.0,1970,Yes,D,327.51
1364.0,2,1,5952.0,2002,Yes,B,256.89
2106.0,4,3,8476.0,1984,No,D,330.84
2531.0,3,2,4252.0,1996,Yes,C,347.62
1812.0,3,2,3508.0,1999,Yes,B,306.34
2676.0,4,3,3986.0,1959,Yes,D,361.6
2646.0,3,3,7628.0,1977,No,C,362.13
2832.0,3,3,7176.0,1986,Yes,C,383.4
2153.0,4,3,4212.0,1990,Yes,B,348.71
2294.0,3,4,1468.0,2010,Yes,C,322.05
2707.0,4,1,4691.0,2000,No,B,367.97
2224.0,3,2,3480.0,1957,No,C,302.2
1749.0,2,2,4259.0,2007,Yes,B,284.38
1776.0,4,3,3418.0,2010,Yes,B,304.61
2119.0,4,2,2586.0,1982,Yes,C,322.93
1355.0,2,1,7825.0,1968,Yes,A,266.03
1928.0,2,3,3974.0,1979,Yes,D,280.09
2548.0,4,4,7119.0,1963,Yes,B,392.17
904.0,4,2,4668.0,1985,Yes,C,222.52
2767.0,3,1,3304.0,1956,No,B,322.13
2561.0,4,1,5764.0,1983,No,C,335.99
1770.0,2,1,4413.0,1999,Yes,C,271.59
2272.0,3,2,4689.0,1981,Yes,D,315.77
2002.0,2,3,5217.0,1991,Yes,D,279.97
2615.0,3,1,3782.0,1982,Yes,B,348.06
2491.0,2,2,2568.0,1963,Yes,C,333.52
1300.0,3,2,4923.0,1977,No,C,233.18
2294.0,3,2,6446.0,1988,No,C,331.88
1897.0,3,2,3648.0,1980,No,D,270.79
2041.0,2,3,5231.0,1973,Yes,C,298.9
1636.0,3,3,7258.0,1953,No,C,265.92
2874.0,4,2,4865.0,1958,No,C,366.66
2520.0,3,3,5129.0,2019,Yes,C,361.5
1630.0,4,2,5083.0,1973,No,C,280.21
1333.0,3,1,3976.0,2014,No,B,240.67
1807.0,3,1,3510.0,1966,No,C,263.2
2217.0,3,2,3516.0,1986,Yes,D,310.57
2120.0,5,1,5552.0,1999,Yes,A,359.84
2627.0,2,2,6137.0,1994,No,A,353.93
2395.0,2,2,6208.0,1969,Yes,A,360.16
2485.0,4,2,4432.0,2008,No,A,387.72
2163.0,5,1,6640.0,2008,Yes,D,327.31
1305.0,5,2,5461.0,1960,No,A,280.12
1902.0,3,2,5106.0,2004,Yes,C,304.93
2530.0,3,2,-9.0,2014,Yes,D,314.52
1974.0,4,2,3774.0,2007,No,D,279.3
2252.0,3,3,2718.0,1993,Yes,B,327.04
1841.0,4,1,5941.0,1963,Yes,B,296.59
1485.0,4,2,5143.0,2001,No,B,264.2
1938.0,4,1,3392.0,1983,Yes,A,325.92
2155.0,3,1,5457.0,2012,Yes,A,341.2
1672.0,3,4,2865.0,1976,No,A,292.01
1882.0,4,2,3434.0,1961,Yes,B,290.51
1530.0,3,2,3935.0,1987,Yes,A,296.19
2560.0,3,3,5810.0,2005,No,B,359.03
1853.0,2,1,7099.0,2014,Yes,D,298.91
2726.0,2,1,4121.0,1989,No,C,332.86
2764.0,3,3,6984.0,1970,Yes,C,371.48
1959.0,4,3,5071.0,1981,Yes,C,324.03
1496.0,3,2,5354.0,1961,Yes,A,280.45
957.0,3,2,4904.0,1975,Yes,C,209.88
1264.0,3,3,4704.0,1985,No,A,248.46
1313.0,2,2,5659.0,1965,Yes,B,257.05
2689.0,5,1,6110.0,1983,Yes,B,400.65
2058.0,4,2,3673.0,1973,No,A,305.47
2195.0,2,2,4716.0,1988,No,A,317.67
890.0,4,1,7504.0,2013,No,D,200.86
1401.0,3,2,5266.0,1978,Yes,C,266.2
2444.0,5,3,5430.0,1980,Yes,B,381.45
2143.0,3,2,6751.0,2012,Yes,C,321.49
1926.0,3,1,4248.0,1992,Yes,C,286.43
2282.0,3,2,4949.0,1968,Yes,A,338.26
2818.0,4,3,6225.0,1959,Yes,C,379.68
1889.0,2,1,6858.0,2005,No,D,279.43
2035.0,4,1,1452.0,2009,Yes,B,302.34
2096.0,2,2,3895.0,1992,Yes,C,317.55
3196.0,5,1,3502.0,1997,No,D,393.92
950.0,2,3,4814.0,1989,Yes,C,217.48
2342.0,5,2,3616.0,1983,No,D,344.21
1943.0,3,2,5996.0,1950,No,B,287.76
2283.0,3,3,5259.0,1968,Yes,C,319.47
1671.0,5,2,6334.0,1950,Yes,C,306.3
1976.0,5,1,6430.0,1974,Yes,B,321.84
2356.0,4,1,6019.0,2017,No,D,339.17
3556.0,2,2,4496.0,1977,Yes,D,392.2
2404.0,3,1,5156.0,1994,Yes,A,345.81
1576.0,3,2,4309.0,1973,Yes,D,250.15
1788.0,3,1,2953.0,1993,Yes,A,299.42
1773.0,3,1,6431.0,1951,No,A,277.47
1102.0,2,2,4874.0,1972,No,A,219.71
1835.0,4,3,2746.0,2011,Yes,D,304.44
2366.0,4,3,5805.0,1964,Yes,C,363.25
1363.0,2,2,4664.0,1981,Yes,A,259.71
2524.0,3,3,1910.0,1953,No,C,306.41
2244.0,3,1,2939.0,1980,Yes,A,340.75
1633.0,4,1,3949.0,2008,No,C,264.32
1929.0,2,2,5316.0,2020,Yes,B,317.08
2799.0,4,2,6182.0,1950,Yes,A,391.11
2367.0,3,2,6131.0,2018,Yes,C,347.57
2004.0,3,1,5904.0,1963,Yes,B,302.02
1881.0,4,1,4948.0,1972,No,C,288.16
2038.0,4,2,7583.0,2020,Yes,C,354.85
1744.0,2,3,6050.0,1965,No,B,273.14
948.0,3,2,5333.0,1958,No,C,196.99
3021.0,5,1,5850.0,1980,No,A,420.23
2078.0,2,3,4401.0,2010,Yes,B,344.23
2199.0,4,2,4914.0,1994,Yes,C,340.39
1971.0,4,1,1877.0,1956,Yes,C,285.34
1632.0,4,2,4420.0,2006,No,D,284.73
1907.0,3,3,7640.0,2013,Yes,C,331.14
1200.0,3,3,5223.0,1951,Yes,D,233.91
3139.0,5,2,5160.0,1955,No,B,399.76
1383.0,3,2,6498.0,2010,Yes,B,289.14
1484.0,2,2,5537.0,1983,Yes,A,271.1
1780.0,4,1,3820.0,1966,Yes,C,275.11
2644.0,2,3,5035.0,1975,No,C,335.49
2007.0,4,2,3297.0,1969,Yes,B,319.57
1382.0,4,1,5275.0,1990,No,A,264.06
2627.0,4,2,3743.0,2007,Yes,A,395.94
2366.0,4,2,6392.0,2003,No,A,353.53
2269.0,2,4,4235.0,1978,Yes,B,334.77
2358.0,3,3,3763.0,1997,Yes,A,361.75
3197.0,4,1,4831.0,1971,No,D,376.13
3093.0,3,3,5548.0,2020,Yes,D,412.61
1657.0,5,2,3189.0,1954,Yes,D,261.76
2812.0,4,1,4218.0,2001,Yes,C,374.93
2192.0,2,2,5158.0,1950,Yes,B,302.56
2250.0,4,2,7008.0,1994,Yes,D,345.69
1154.0,2,1,1207.0,1989,Yes,B,208.53
1915.0,2,2,5923.0,2013,Yes,A,330.99
1594.0,4,2,4425.0,1960,Yes,B,283.86
2414.0,4,1,4258.0,2001,Yes,B,353.95
2536.0,3,2,3978.0,1956,No,B,357.14
963.0,3,2,4454.0,2000,No,A,240.41
1989.0,3,1,5931.0,1970,Yes,C,304.68
2561.0,3,3,4195.0,1988,Yes,C,356.41
1907.0,3,1,7488.0,1993,Yes,A,322.44
2365.0,3,1,5936.0,2006,No,B,329.0
2176.0,4,1,5297.0,1990,Yes,C,339.52
2171.0,5,2,4751.0,1988,Yes,A,353.9
1864.0,3,2,6785.0,1969,Yes,B,315.52
1392.0,2,2,7004.0,1971,Yes,B,258.19
1439.0,4,2,3258.0,1978,Yes,C,252.32
2355.0,4,3,3947.0,1995,Yes,C,346.76
2010.0,5,1,5952.0,2017,Yes,A,360.98
1931.0,2,2,6405.0,1952,Yes,B,308.94
1788.0,2,1,4549.0,1954,Yes,B,272.48
1847.0,3,1,3886.0,2005,Yes,B,295.68
2523.0,4,2,5118.0,2016,Yes,B,384.17
1832.0,3,1,7215.0,1981,Yes,B,303.52
1329.0,3,2,5062.0,1990,Yes,A,271.15
2372.0,2,3,3104.0,1978,No,A,319.05
1898.0,3,1,5164.0,2015,Yes,A,331.38
2016.0,4,3,6174.0,1960,No,C,304.22
2804.0,3,2,4848.0,2008,Yes,A,387.72
1990.0,4,2,6887.0,1953,Yes,A,333.74
2145.0,3,2,6299.0,2003,No,D,314.15
1411.0,3,2,4907.0,2016,No,A,280.81
1890.0,3,1,5065.0,1951,Yes,A,298.3
2305.0,3,3,2237.0,1997,Yes,B,334.55
1222.0,2,2,6815.0,2017,Yes,A,295.45
2100.0,4,3,4506.0,1993,No,B,320.16
2050.0,4,3,4400.0,2011,No,B,328.81
2021.0,3,1,4175.0,1968,No,A,289.85
2519.0,2,1,5685.0,1993,Yes,D,334.9
2167.0,5,1,3307.0,1980,No,B,326.19
2739.0,3,3,3524.0,2011,Yes,C,364.12
1503.0,2,3,4921.0,1964,Yes,D,250.57
2068.0,3,2,4060.0,1978,No,D,257.06
2042.0,4,1,5503.0,2016,No,B,320.28
1465.0,3,1,4115.0,1996,Yes,D,217.41
2478.0,3,3,7393.0,1956,Yes,C,359.7
3162.0,3,3,6040.0,2017,Yes,B,429.59
1991.0,2,1,6021.0,1950,No,C,253.67
2253.0,3,1,4093.0,2020,Yes,B,340.38
2042.0,4,2,8609.0,1971,Yes,B,344.48
1643.0,4,1,4341.0,2006,Yes,B,284.07
1090.0,2,3,3929.0,2007,Yes,B,250.47
1647.0,2,2,6060.0,1976,Yes,C,270.31
1304.0,4,2,5293.0,1987,Yes,B,277.15
2852.0,4,2,3772.0,1962,No,C,353.61
1942.0,3,2,8294.0,1964,Yes,A,330.64
1827.0,3,1,6463.0,1997,Yes,A,331.33
2445.0,2,3,5006.0,1964,Yes,C,328.26
1439.0,3,2,8602.0,1989,Yes,B,293.83
1617.0,2,2,6216.0,1979,Yes,C,273.22
2034.0,4,2,4982.0,1972,Yes,C,303.79
2514.0,3,1,8422.0,1958,No,B,346.82
2251.0,4,1,5988.0,1981,Yes,A,336.45
2124.0,4,2,5923.0,1984,Yes,A,371.15
2039.0,4,2,4420.0,1998,No,C,319.87
2200.0,3,2,5074.0,1994,Yes,C,306.01
2101.0,2,3,4384.0,1965,Yes,B,324.81
1485.0,5,2,7160.0,1981,Yes,A,315.84
2023.0,4,2,2586.0,1974,No,A,293.26
1463.0,4,1,7049.0,1986,Yes,A,278.21
2041.0,2,3,3684.0,1986,No,D,276.12
1760.0,3,2,4913.0,1984,No,A,308.16
3270.0,4,1,4557.0,1994,Yes,A,454.24
1980.0,2,2,4220.0,1957,Yes,C,285.49
1298.0,3,2,6035.0,1996,Yes,C,248.82
1933.0,3,3,4992.0,1985,Yes,B,337.55
2260.0,2,3,3998.0,1959,Yes,B,313.2
2837.0,3,2,5231.0,1950,Yes,C,360.75
1705.0,3,3,3956.0,2017,No,C,287.1
1209.0,2,1,4193.0,1964,No,B,223.09
2408.0,4,2,2754.0,1952,Yes,A,336.61
1310.0,3,3,4325.0,1981,No,C,239.52
1782.0,3,2,5741.0,1969,Yes,A,314.5
1871.0,4,2,5056.0,2005,Yes,B,298.36
1965.0,3,3,7723.0,1991,Yes,C,308.58
2345.0,3,1,8919.0,2009,Yes,C,336.49
1658.0,4,1,4304.0,2005,No,C,271.3
1863.0,5,2,3750.0,1996,No,C,303.57
1993.0,2,3,6695.0,1973,Yes,D,310.88
2075.0,3,3,5503.0,1990,Yes,B,337.82
2049.0,4,2,6704.0,1953,Yes,C,342.98
2218.0,3,3,5598.0,2000,Yes,C,345.76
2422.0,4,3,4708.0,1950,Yes,B,369.72
2196.0,5,1,4717.0,1963,Yes,D,325.73
2227.0,5,3,5649.0,1959,Yes,C,350.85
1209.0,3,1,4683.0,1985,Yes,B,259.73
2025.0,3,1,6829.0,1991,Yes,C,318.14
2240.0,5,2,3046.0,1997,Yes,B,343.68
2364.0,3,2,6821.0,1967,Yes,B,351.31
1654.0,3,2,2190.0,2009,No,B,263.74
1670.0,4,1,5218.0,1977,Yes,B,283.06
1713.0,3,2,4503.0,2002,Yes,C,279.32
2268.0,3,1,2725.0,1958,Yes,A,326.74
2517.0,4,2,1910.0,1973,Yes,D,315.01
1796.0,2,3,3354.0,1969,Yes,C,277.9
2454.0,2,3,5069.0,2018,Yes,B,355.93
2062.0,3,3,4097.0,1976,No,A,307.21
1938.0,4,2,3439.0,1989,No,B,299.03
1894.0,2,3,7028.0,2020,No,C,303.11
2373.0,3,2,3152.0,2003,Yes,A,372.9
2163.0,4,1,6019.0,1964,No,B,305.04
3138.0,4,2,3667.0,2000,Yes,B,418.45
1574.0,3,2,3316.0,2018,Yes,D,268.54
2259.0,4,3,4094.0,1989,Yes,B,350.92
1735.0,3,2,5930.0,2018,Yes,C,314.24
1565.0,4,1,2943.0,1992,Yes,B,278.05
1995.0,3,3,5431.0,2013,Yes,B,343.44
2069.0,2,2,3559.0,1956,Yes,B,289.81
3459.0,4,3,3829.0,1951,No,C,397.74
1908.0,3,3,5601.0,1979,Yes,D,296.45
1435.0,2,2,8260.0,2001,Yes,A,290.36
2137.0,3,1,3633.0,1982,Yes,C,298.18
963.0,4,1,6080.0,1958,No,B,220.66
1954.0,3,1,4531.0,1960,Yes,B,290.36
2008.0,2,1,4288.0,1959,Yes,B,283.42
2397.0,2,2,6607.0,2003,Yes,B,366.19
2487.0,3,3,3735.0,1969,Yes,B,342.67
1748.0,3,3,3269.0,1954,No,D,264.74
1925.0,3,3,5690.0,1973,No,A,321.9
1617.0,2,1,7392.0,1981,No,C,265.02
1436.0,3,2,6125.0,1980,Yes,B,286.91
2155.0,4,2,2889.0,1993,Yes,B,329.61
1363.0,4,1,4077.0,1968,No,A,246.02
1793.0,4,3,6469.0,1973,Yes,C,308.58
1502.0,2,3,7372.0,1961,Yes,B,279.25
2275.0,5,2,5343.0,1999,No,C,327.7
2901.0,3,3,4131.0,1974,Yes,B,393.02
1349.0,5,1,7469.0,2000,Yes,B,289.13
1073.0,3,2,4888.0,1963,Yes,D,217.0
1938.0,3,1,4091.0,1978,Yes,D,274.97
2008.0,3,1,3838.0,1974,No,C,284.28
2109.0,3,3,3207.0,2008,Yes,C,326.52
1777.0,4,3,9250.0,2006,Yes,C,328.08
1900.0,4,2,7131.0,1961,No,B,307.82
2184.0,5,2,4016.0,1999,No,B,313.78
2520.0,4,2,7598.0,1961,No,D,334.43
1022.0,3,3,5800.0,1997,No,C,231.58
1816.0,2,4,5711.0,1999,Yes,C,295.93
2107.0,5,3,3923.0,1968,No,A,345.2
1541.0,3,3,4229.0,2002,Yes,D,256.05
2866.0,4,2,4936.0,1984,No,B,383.23
1682.0,3,2,2052.0,1976,Yes,D,252.09
1979.0,3,1,4270.0,2016,Yes,C,313.38
2278.0,5,1,5007.0,2000,Yes,A,359.71
1704.0,2,3,6964.0,1968,No,B,278.75
1077.0,3,3,4075.0,1992,Yes,D,241.43
1786.0,2,2,6218.0,1984,No,A,303.6
2515.0,4,2,1909.0,1964,Yes,D,306.91
1832.0,2,1,6751.0,1965,Yes,C,263.05
1577.0,2,2,3649.0,2018,No,A,284.83
2463.0,3,2,5195.0,2020,Yes,B,376.67
1835.0,3,2,5610.0,1990,Yes,A,325.97
1745.0,3,3,5315.0,2003,No,A,305.02
2075.0,2,1,4840.0,2014,No,D,277.17
2385.0,5,2,3138.0,1979,Yes,C,331.53
3191.0,5,2,3666.0,1968,No,B,400.68
2414.0,3,4,6495.0,1995,Yes,A,395.04
2580.0,4,3,4104.0,2009,Yes,A,392.48
1747.0,3,2,4845.0,1973,Yes,D,281.12
1487.0,3,4,2762.0,1985,Yes,C,280.8
2031.0,3,2,6288.0,1998,Yes,A,348.91
2054.0,3,1,3021.0,2008,Yes,C,304.34
1461.0,3,2,6374.0,1963,Yes,D,250.96
1912.0,3,1,3406.0,1988,Yes,C,286.76
2200.0,4,2,6522.0,1957,Yes,B,331.82
2180.0,3,3,5015.0,1997,Yes,C,316.31
2252.0,4,3,4162.0,2018,Yes,C,352.37
2145.0,2,2,7401.0,1990,Yes,A,335.66
1746.0,3,2,4897.0,1984,Yes,D,268.5
1743.0,3,1,4457.0,2013,Yes,D,272.0
1401.0,3,2,6364.0,2002,Yes,B,289.29
2892.0,4,1,2779.0,2003,No,B,380.84
2007.0,4,2,1209.0,1986,Yes,A,309.08
1888.0,3,3,6737.0,2001,Yes,C,338.66
1536.0,4,3,3746.0,1967,Yes,B,289.78
3468.0,5,1,6297.0,1970,Yes,B,453.45
1463.0,4,2,5069.0,1991,Yes,A,285.87
1786.0,2,2,3254.0,2014,No,A,283.85
2208.0,4,1,5911.0,1957,Yes,D,310.3
2300.0,2,2,4385.0,1988,Yes,B,310.77
2479.0,4,2,3384.0,2010,Yes,C,353.85
2904.0,3,2,3423.0,2009,Yes,C,386.13
2253.0,3,3,2401.0,2018,Yes,D,316.36
1472.0,2,2,5605.0,2008,Yes,D,246.65
1872.0,3,3,3597.0,1959,No,B,295.07
2154.0,5,1,4948.0,2012,No,D,315.63
3034.0,2,3,4727.0,2019,No,B,390.4
1301.0,3,1,3588.0,1956,Yes,C,228.49
2601.0,5,1,2716.0,1984,Yes,C,360.58
2090.0,3,1,8801.0,1991,Yes,D,325.22
2419.0,3,2,4927.0,1978,No,B,342.57
1949.0,3,2,7735.0,1976,Yes,B,327.69
1579.0,3,4,6747.0,1987,Yes,C,311.13
2375.0,2,3,4518.0,1951,Yes,B,313.67
2327.0,2,2,5271.0,1974,Yes,C,331.65
2486.0,4,2,5228.0,2015,No,C,348.49
1993.0,5,2,7766.0,1987,Yes,C,328.83
1700.0,2,3,6245.0,2008,Yes,B,314.18
1221.0,3,3,3789.0,1956,No,B,232.91
2410.0,3,2,5527.0,1998,No,A,360.22
2212.0,4,2,6206.0,2017,No,C,331.68
1517.0,3,3,3237.0,1990,Yes,A,292.22
1731.0,4,1,5741.0,2000,Yes,D,283.68
1767.0,2,1,7018.0,1973,Yes,B,286.66
1259.0,5,2,3714.0,1985,Yes,A,275.16
1591.0,3,3,3921.0,1959,No,C,241.81
1433.0,4,2,6741.0,1970,Yes,A,285.12
1794.0,3,4,4469.0,1976,Yes,B,313.01
1631.0,4,1,3527.0,2004,Yes,B,281.88
1186.0,2,2,6323.0,1954,No,B,229.18
3011.0,2,2,5865.0,2008,Yes,A,407.29
2626.0,3,3,5142.0,1985,Yes,B,370.58
1610.0,4,2,6687.0,1983,No,A,315.64
2136.0,4,2,6793.0,2001,Yes,C,335.07
2209.0,3,1,4876.0,1955,No,A,312.38
2596.0,3,2,7961.0,1963,No,B,374.79
1591.0,2,3,7375.0,2008,No,B,294.89
2546.0,4,2,2024.0,2006,Yes,D,344.76
1726.0,4,3,3455.0,1986,No,A,293.33
1332.0,4,3,1617.0,2007,Yes,D,230.4
2362.0,3,1,4513.0,1981,Yes,A,317.88
2645.0,5,3,3183.0,1969,Yes,C,368.35
3294.0,4,2,3779.0,2010,Yes,A,458.65
1400.0,4,1,6636.0,2006,No,D,242.28
2349.0,3,2,2368.0,2001,No,C,300.93
1795.0,4,3,5195.0,1997,Yes,A,330.29
2392.0,3,2,5186.0,1960,Yes,A,352.62
1265.0,3,1,4876.0,1979,Yes,B,250.07
1369.0,3,3,5196.0,2009,Yes,B,293.78
1612.0,3,3,1652.0,1967,Yes,C,252.56
2039.0,3,2,3786.0,1996,Yes,B,329.56
1679.0,3,2,7315.0,1961,No,C,276.71
2330.0,3,1,3205.0,1999,Yes,B,324.2
2513.0,4,2,7500.0,1989,Yes,A,382.08
2300.0,3,2,2890.0,2013,Yes,A,335.11
2809.0,2,2,2709.0,1968,Yes,B,366.32
2208.0,3,1,3572.0,1976,No,B,297.22
1392.0,4,3,6694.0,2001,No,C,271.01
2682.0,4,2,4181.0,1956,Yes,C,360.7
1697.0,3,2,5518.0,2012,Yes,A,301.84
2455.0,5,2,5110.0,2004,Yes,B,394.35
2787.0,2,2,4918.0,1980,Yes,A,380.85
2228.0,5,1,6911.0,1960,No,D,316.81
1252.0,3,2,6157.0,1966,Yes,C,245.8
1541.0,2,2,3286.0,2015,Yes,C,246.49
2661.0,3,1,4587.0,2016,No,B,364.21
1915.0,3,1,7615.0,1981,Yes,B,336.27
2040.0,3,2,5479.0,1973,No,A,305.0
2379.0,4,1,2738.0,1962,Yes,C,311.34
2348.0,4,2,2844.0,1971,Yes,D,310.84
2139.0,3,2,6335.0,1968,Yes,A,331.89
1896.0,3,2,6054.0,2002,No,B,318.16
1844.0,2,4,3618.0,1988,No,B,278.86
2429.0,2,2,6121.0,1970,Yes,C,355.5
2277.0,4,3,7399.0,1965,Yes,B,381.37
1871.0,2,3,7187.0,1956,No,B,299.49
2541.0,4,3,7406.0,1975,No,C,367.79
1935.0,3,1,5833.0,1980,No,B,299.79
1574.0,2,3,4734.0,2017,Yes,C,273.34
1621.0,3,3,4396.0,1989,No,B,265.96
1511.0,2,2,4974.0,1976,Yes,A,275.88
1864.0,3,2,3686.0,1958,Yes,A,287.51
