brand,fuel_type,transmission,seller_type,car_age_years,mileage_km,engine_size_l,horsepower,previous_owners,price_k
Honda,Diesel,Automatic,Dealer,13.5,108243,1.4,138.0,2,7.22
Nissan,Petrol,Manual,Dealer,6.5,111890,1.2,124.0,1,9.28
Hyundai,Hybrid,Automatic,Dealer,3.0,71526,2.5,139.0,2,20.22
Honda,Diesel,Automatic,Individual,1.3,118525,2.4,126.0,2,15.02
Ford,Hybrid,Manual,Individual,0.0,21628,2.2,109.0,1,23.79
Honda,,Automatic,Dealer,4.2,61734,1.7,163.0,1,17.86
Kia,Petrol,Automatic,Certified,7.0,151045,2.2,146.0,4,5.73
Honda,Petrol,Manual,Individual,4.6,80183,1.5,184.0,4,12.03
Nissan,Diesel,Manual,Certified,1.3,56362,1.7,137.0,3,16.6
Hyundai,Petrol,Manual,Dealer,2.4,119600,1.5,103.0,1,10.01
Kia,Petrol,Automatic,Dealer,4.8,99659,2.0,173.0,3,11.86
BMW,Petrol,Manual,Individual,0.0,98711,2.2,274.0,2,27.96
Honda,Diesel,Automatic,Certified,8.0,101910,1.5,154.0,2,16.72
Hyundai,Diesel,Manual,Dealer,0.0,100500,1.4,168.0,2,14.9
Hyundai,Petrol,Manual,Dealer,7.3,63233,1.4,124.0,3,11.16
Hyundai,Diesel,Manual,Individual,15.0,156651,1.9,129.0,2,4.5
Mercedes,Electric,Manual,Individual,8.1,87258,1.0,104.0,1,22.56
Toyota,Hybrid,Automatic,Individual,6.9,50350,1.6,112.0,1,19.4
Hyundai,Petrol,Manual,Individual,7.5,112366,1.5,193.0,1,5.98
BMW,Petrol,Automatic,Individual,0.0,61672,1.6,120.0,2,25.99
Toyota,Petrol,Automatic,Dealer,4.2,105451,1.4,120.0,2,13.81
Toyota,Petrol,Manual,Individual,9.1,58893,2.1,145.0,1,11.21
Honda,Diesel,Automatic,Individual,5.3,137275,1.3,109.0,1,14.84
Mercedes,Petrol,Automatic,Dealer,6.3,123891,1.9,163.0,3,20.19
Hyundai,Diesel,Manual,Dealer,5.4,86970,1.4,201.0,2,12.89
Toyota,Petrol,Manual,Dealer,12.5,159951,2.2,160.0,1,4.5
BMW,Hybrid,Automatic,Individual,3.9,73349,2.2,111.0,2,28.65
Honda,Diesel,Automatic,Certified,4.9,65361,2.1,118.0,1,17.22
,Petrol,Automatic,Dealer,2.7,110292,1.8,134.0,2,11.08
Toyota,Electric,Automatic,Individual,4.2,104912,2.4,,3,26.42
Toyota,Diesel,Manual,Dealer,9.3,136280,1.9,105.0,2,6.86
Ford,Petrol,Manual,Individual,7.8,121646,2.4,223.0,1,9.63
BMW,Electric,Automatic,Certified,10.4,111914,1.6,75.0,1,22.46
Kia,Diesel,Manual,Dealer,6.9,146150,1.3,135.0,2,7.8
Hyundai,Petrol,Manual,Individual,8.8,73564,1.6,182.0,1,6.46
Nissan,Petrol,Manual,Certified,6.5,72885,1.5,133.0,2,9.95
Kia,Petrol,Manual,Individual,3.8,73175,2.0,157.0,1,15.8
Mercedes,Petrol,Automatic,Individual,7.1,133464,1.3,151.0,1,23.01
Toyota,Petrol,Manual,Dealer,6.9,102151,1.6,127.0,3,7.32
Nissan,Diesel,Automatic,Certified,3.9,89519,1.4,122.0,1,18.66
Hyundai,Petrol,Automatic,Dealer,8.6,108718,1.8,143.0,2,8.76
Toyota,Diesel,Manual,Individual,5.9,99913,1.9,142.0,1,10.89
,Hybrid,Automatic,Dealer,4.5,114718,1.7,165.0,1,13.84
Mercedes,Diesel,Manual,Individual,5.1,97054,2.0,133.0,2,21.57
Kia,Petrol,Automatic,Certified,6.8,131787,2.0,126.0,1,8.02
Kia,Petrol,Automatic,Individual,1.6,140382,1.9,145.0,1,12.25
Honda,Electric,Automatic,Dealer,9.1,74500,1.3,189.0,2,23.19
Ford,Hybrid,Automatic,Dealer,2.0,97511,1.1,162.0,3,22.82
Hyundai,Electric,Manual,Individual,6.9,137177,1.3,152.0,3,11.8
Toyota,Hybrid,Automatic,Certified,6.3,84711,1.9,211.0,3,22.9
BMW,Hybrid,Automatic,Individual,8.2,109996,1.7,114.0,1,23.96
Ford,Petrol,Automatic,Dealer,3.7,112729,1.2,113.0,2,12.4
Honda,Hybrid,Automatic,Certified,9.0,97833,1.2,145.0,1,19.85
BMW,Petrol,Manual,Dealer,8.0,97889,1.5,84.0,1,10.86
Honda,Petrol,Manual,Individual,3.1,89237,1.6,75.0,1,10.26
Nissan,,Automatic,Dealer,5.3,97064,2.0,205.0,1,13.76
Nissan,Hybrid,Manual,Dealer,3.0,94141,1.8,158.0,2,20.14
Mercedes,Electric,Automatic,Dealer,6.6,83675,1.7,166.0,2,34.28
Hyundai,Diesel,Manual,Dealer,3.2,50214,1.2,116.0,1,11.49
Hyundai,Petrol,Automatic,Individual,3.5,44815,2.1,207.0,1,17.67
Kia,Petrol,Automatic,Dealer,6.1,175766,3.3,159.0,1,9.76
Toyota,Petrol,Automatic,Dealer,9.8,116754,3.0,192.0,1,15.52
Toyota,Petrol,Automatic,Dealer,5.6,53692,2.3,130.0,1,19.87
Honda,Petrol,Automatic,Certified,2.0,38819,1.9,159.0,1,26.17
BMW,Diesel,Manual,Individual,5.9,65206,2.4,148.0,1,20.4
Hyundai,Petrol,Automatic,Dealer,4.3,124237,2.5,147.0,2,17.92
Toyota,Hybrid,Manual,Dealer,5.5,91232,1.6,147.0,1,18.21
Honda,Petrol,Manual,Dealer,10.4,118719,1.8,151.0,3,4.5
Hyundai,Electric,Automatic,Dealer,7.5,112381,1.7,128.0,2,16.74
Honda,Diesel,Manual,Certified,0.0,65287,2.0,184.0,1,23.54
Nissan,Electric,Automatic,Individual,4.0,88238,2.2,184.0,2,24.54
Honda,Electric,Automatic,Certified,6.7,65207,1.2,169.0,1,29.3
Ford,Hybrid,Automatic,Individual,2.5,26685,2.0,91.0,1,21.74
Hyundai,Diesel,Manual,Certified,8.3,128340,1.3,99.0,1,5.68
Hyundai,Hybrid,Manual,Dealer,5.7,109602,1.2,142.0,3,14.32
Honda,Diesel,Manual,Individual,0.0,51588,2.3,141.0,1,17.7
Mercedes,Hybrid,Manual,Individual,7.9,115000,1.0,75.0,1,18.22
Toyota,Hybrid,Manual,Dealer,5.8,117084,2.1,75.0,1,14.38
Nissan,Hybrid,Automatic,Individual,12.6,171779,1.6,125.0,3,4.5
Nissan,Petrol,Manual,Individual,6.7,131788,1.0,94.0,3,4.5
Honda,Hybrid,Automatic,Certified,5.0,120585,1.3,121.0,3,17.74
Ford,Petrol,Automatic,Certified,6.6,54886,2.3,151.0,1,16.01
Toyota,Petrol,Automatic,Dealer,4.5,126679,2.6,207.0,2,17.07
Nissan,Hybrid,Manual,Dealer,6.2,108871,2.1,183.0,1,15.02
Honda,Electric,Manual,Individual,2.8,66120,1.6,108.0,1,25.08
Toyota,Petrol,Automatic,Certified,5.8,145468,2.0,140.0,1,14.0
Hyundai,Electric,Manual,Dealer,3.3,51871,1.4,101.0,1,24.02
Ford,Petrol,Automatic,Individual,4.5,98456,2.0,118.0,3,11.25
Honda,Petrol,Automatic,Certified,1.7,49682,1.4,194.0,2,26.14
Nissan,Petrol,Automatic,Dealer,3.0,50446,2.3,192.0,3,21.04
Toyota,Hybrid,Automatic,Dealer,1.0,116901,1.1,191.0,1,18.82
Hyundai,Hybrid,Automatic,Dealer,0.0,110525,1.6,206.0,4,25.42
Kia,Hybrid,Automatic,Certified,8.1,86430,1.4,113.0,2,14.51
Hyundai,Diesel,Automatic,Individual,8.6,86087,1.4,102.0,2,8.73
Nissan,Diesel,Automatic,Certified,7.2,38610,1.0,149.0,3,14.48
Honda,Petrol,Manual,Dealer,9.7,85593,1.5,112.0,1,7.61
Toyota,Petrol,Automatic,Dealer,6.3,95555,1.5,136.0,1,13.93
Kia,Petrol,Automatic,Dealer,2.4,37843,2.8,185.0,2,21.29
Kia,Petrol,Manual,Certified,3.0,105809,2.2,126.0,3,11.61
Honda,Petrol,Manual,Dealer,2.2,78250,1.6,158.0,1,18.05
Mercedes,Petrol,Automatic,Certified,8.8,127969,1.6,125.0,2,20.68
Honda,Diesel,Automatic,Individual,6.2,97008,2.0,188.0,1,18.29
Toyota,Petrol,Manual,Individual,5.2,72859,2.7,177.0,1,15.19
Ford,Petrol,Automatic,Individual,4.8,91915,1.7,146.0,1,14.19
Nissan,Diesel,Manual,Individual,1.3,93274,2.2,125.0,2,14.54
Nissan,Petrol,Automatic,Individual,9.2,150757,1.0,170.0,2,8.23
Kia,Electric,Automatic,Dealer,6.4,35281,2.5,182.0,1,27.7
Kia,Petrol,Automatic,Dealer,7.9,116017,2.0,75.0,2,6.58
Kia,Petrol,Manual,Individual,7.9,131974,1.6,108.0,1,4.64
,Petrol,Automatic,Individual,7.7,108161,1.7,123.0,2,8.45
Mercedes,Petrol,Automatic,Dealer,1.3,61304,1.4,145.0,2,30.82
Hyundai,Petrol,Automatic,Certified,9.2,115690,1.7,100.0,3,7.48
Honda,Diesel,Manual,Dealer,7.4,136562,2.3,155.0,1,10.84
Toyota,Electric,Automatic,Individual,8.0,106733,1.7,150.0,1,18.16
Ford,Petrol,Manual,Dealer,6.1,109695,1.6,159.0,3,10.56
BMW,Hybrid,Automatic,Certified,5.9,119532,1.6,84.0,1,22.17
Mercedes,Petrol,Manual,Individual,6.7,78242,1.5,212.0,1,20.86
Toyota,Diesel,Manual,Certified,8.8,81838,2.1,106.0,2,9.78
Kia,Diesel,Manual,Dealer,8.1,131475,2.3,122.0,1,6.08
Ford,Petrol,Manual,Dealer,9.4,131315,2.6,163.0,1,6.69
Nissan,Petrol,Manual,Dealer,5.6,118117,1.9,188.0,1,15.93
BMW,Hybrid,Manual,Dealer,9.7,135928,2.6,211.0,1,23.37
Toyota,Petrol,Manual,Individual,2.8,43125,1.7,85.0,2,8.03
Kia,Diesel,Automatic,Individual,11.2,118822,1.5,176.0,4,4.5
Nissan,Hybrid,Automatic,Individual,7.5,150474,1.4,131.0,1,10.6
Nissan,Petrol,Manual,Dealer,4.7,78385,1.9,126.0,1,12.09
Nissan,Hybrid,Automatic,Dealer,8.4,133133,1.4,157.0,2,11.3
Hyundai,Petrol,Manual,Individual,5.1,102429,1.6,100.0,2,5.05
Toyota,Hybrid,Automatic,Individual,0.1,33382,1.8,162.0,2,28.23
Ford,Electric,Manual,Certified,2.7,84712,1.5,136.0,1,24.25
Honda,Diesel,Automatic,Individual,5.9,64184,1.9,126.0,1,18.39
BMW,Electric,Automatic,Individual,6.4,128488,2.1,175.0,1,29.07
Honda,Diesel,Automatic,Certified,9.0,158500,1.8,169.0,1,10.13
Toyota,Hybrid,Manual,Dealer,6.7,103370,1.7,135.0,1,16.71
Toyota,Petrol,Automatic,Individual,4.6,69479,2.6,216.0,3,19.03
Nissan,Electric,Manual,Certified,2.2,95410,1.8,153.0,1,26.69
Nissan,Petrol,Automatic,Individual,4.3,64770,1.9,172.0,1,18.67
Honda,Petrol,Automatic,Dealer,6.1,60293,1.5,112.0,2,14.23
Toyota,Diesel,Automatic,Individual,2.8,62970,1.2,113.0,1,17.02
Mercedes,Petrol,Manual,Individual,6.0,59243,2.2,152.0,1,23.55
Ford,Diesel,Manual,Dealer,4.2,67358,1.5,129.0,1,12.08
Hyundai,Hybrid,Manual,Dealer,7.4,116353,1.8,164.0,1,14.54
Honda,Diesel,Manual,Individual,6.7,165742,1.9,113.0,2,5.12
Kia,Petrol,Manual,Individual,7.4,102312,2.4,181.0,3,9.64
BMW,Hybrid,Automatic,Certified,8.1,114808,1.4,137.0,3,22.46
Toyota,Petrol,Automatic,Dealer,6.0,98949,2.2,145.0,1,11.42
BMW,Diesel,Automatic,Individual,6.4,91040,1.1,86.0,3,14.79
Nissan,Diesel,Automatic,Individual,8.9,128987,1.9,160.0,1,10.61
Toyota,Petrol,Automatic,Dealer,1.2,78283,2.8,225.0,2,22.58
Honda,Electric,Automatic,Dealer,4.7,62814,2.3,75.0,2,22.78
Nissan,Electric,Automatic,Certified,4.9,107959,1.7,223.0,1,23.89
Mercedes,Hybrid,Manual,Dealer,6.1,111145,1.9,207.0,2,28.29
Ford,Petrol,Manual,Dealer,5.6,61175,1.6,103.0,1,14.67
Nissan,Hybrid,Automatic,Certified,4.6,113359,2.6,219.0,3,18.59
Nissan,Diesel,Manual,Individual,4.3,95238,2.6,185.0,1,11.75
Ford,Petrol,Manual,Dealer,2.9,53345,2.1,225.0,1,19.85
Kia,Petrol,Manual,Dealer,5.0,142702,1.5,141.0,1,10.64
Ford,Hybrid,Manual,Individual,3.6,68308,2.5,221.0,1,20.63
Ford,Hybrid,Automatic,Dealer,9.0,81396,1.0,75.0,1,13.79
Toyota,Petrol,Automatic,Individual,3.7,82576,2.4,111.0,1,18.44
Ford,Petrol,Automatic,Certified,4.3,70127,2.4,192.0,1,18.03
Mercedes,Petrol,Automatic,Individual,4.7,101721,1.8,181.0,1,25.36
Honda,Electric,Manual,Individual,5.1,131095,2.5,175.0,2,20.18
Kia,,Automatic,Dealer,5.1,116614,1.8,165.0,2,12.47
Ford,Petrol,Automatic,Individual,8.7,78489,1.7,125.0,1,10.5
Ford,Petrol,Manual,Dealer,9.7,125274,1.4,166.0,4,4.5
Mercedes,,Manual,Certified,7.5,99778,2.4,189.0,2,24.92
Hyundai,Petrol,Automatic,Dealer,4.5,70155,2.2,176.0,2,19.11
Nissan,Hybrid,Manual,Certified,0.0,139479,1.3,100.0,2,12.48
Hyundai,Hybrid,Manual,Individual,5.0,63591,1.4,152.0,1,13.86
Honda,Petrol,Automatic,Dealer,4.8,150864,2.2,154.0,3,9.94
BMW,Petrol,Automatic,Individual,10.6,116449,1.4,169.0,4,18.11
Nissan,Petrol,Automatic,Individual,2.2,69602,1.0,142.0,1,17.14
Hyundai,Hybrid,Manual,Dealer,7.8,135157,2.0,82.0,3,6.48
Hyundai,Petrol,Automatic,Certified,6.4,97452,2.0,120.0,4,12.69
BMW,Petrol,Automatic,Individual,9.4,116937,1.8,170.0,2,17.13
Toyota,Electric,Manual,Individual,4.0,78858,2.2,105.0,1,22.79
Nissan,Hybrid,Manual,Dealer,3.2,112980,2.1,150.0,1,20.25
Hyundai,Petrol,Manual,Individual,8.1,109066,1.2,113.0,2,5.18
Hyundai,Petrol,Automatic,Individual,5.1,156064,2.1,88.0,2,6.7
Nissan,Diesel,Manual,Individual,6.9,93170,1.7,95.0,3,4.5
Hyundai,Hybrid,Manual,Individual,6.4,58912,1.7,95.0,3,9.55
Ford,Petrol,Manual,Dealer,6.1,123601,1.8,163.0,2,7.03
Ford,Petrol,Automatic,Dealer,5.1,75407,1.5,142.0,1,15.06
Toyota,Diesel,Automatic,Individual,5.2,96279,1.6,164.0,1,16.85
Toyota,Diesel,Automatic,Individual,3.5,89542,2.9,116.0,4,15.69
Ford,Electric,Automatic,Individual,4.4,91857,1.8,91.0,1,20.44
Honda,Diesel,Automatic,Dealer,6.1,101074,1.5,157.0,1,15.68
Honda,Electric,Automatic,Individual,3.3,85995,1.2,154.0,1,27.94
Honda,Electric,Automatic,Individual,5.0,82501,1.9,143.0,2,21.26
Honda,Diesel,Manual,Individual,5.6,91878,2.0,126.0,2,11.81
Ford,Petrol,Automatic,Individual,4.3,135609,2.5,167.0,1,13.6
Nissan,Petrol,Automatic,Dealer,4.5,95245,1.7,123.0,1,13.65
Honda,Diesel,Manual,Individual,10.5,100287,1.7,155.0,2,6.53
Ford,Diesel,Automatic,Individual,7.8,112305,1.4,187.0,3,8.23
Ford,Diesel,Manual,Dealer,6.2,71746,1.2,143.0,1,11.07
BMW,Petrol,Automatic,Dealer,3.9,94491,1.6,112.0,2,20.64
Kia,Petrol,Automatic,Dealer,9.8,145412,2.0,170.0,2,6.96
Toyota,Electric,Automatic,Certified,2.7,95630,2.0,204.0,1,31.43
Toyota,Hybrid,Automatic,Dealer,0.3,22285,2.5,155.0,1,31.71
Hyundai,Hybrid,Automatic,Dealer,8.2,102310,1.4,99.0,1,12.69
Ford,Petrol,Automatic,Individual,5.5,129854,2.1,154.0,1,11.4
Toyota,Petrol,Manual,Individual,6.6,113875,1.1,75.0,1,7.23
Honda,Petrol,Manual,Certified,6.3,154453,1.1,157.0,2,8.3
Kia,Electric,Automatic,Individual,0.4,91283,1.4,113.0,2,26.33
Toyota,Petrol,Manual,Dealer,7.8,116713,1.5,129.0,2,8.8
Toyota,Petrol,Automatic,Dealer,8.0,98609,2.1,173.0,1,12.99
Hyundai,Petrol,Manual,Individual,6.1,96630,2.1,92.0,1,8.31
Honda,Electric,Automatic,Dealer,10.0,123287,1.3,119.0,2,16.27
BMW,Petrol,Automatic,Dealer,1.9,64232,1.0,135.0,2,19.53
Toyota,Diesel,Manual,Individual,1.5,54358,2.4,129.0,1,17.34
BMW,Petrol,Manual,Dealer,5.5,61188,1.8,132.0,1,21.33
Hyundai,Petrol,Manual,Individual,2.7,116220,1.3,106.0,1,10.78
Kia,Petrol,Automatic,Individual,11.1,130335,2.1,128.0,2,8.14
Toyota,Diesel,Manual,Individual,3.9,102956,1.5,129.0,4,12.75
Toyota,Petrol,Automatic,Certified,4.2,136610,1.6,129.0,1,15.35
BMW,Electric,Manual,Dealer,10.1,64511,1.5,148.0,1,25.12
Nissan,Diesel,Manual,Individual,4.6,101829,2.2,169.0,1,16.09
Ford,Diesel,Manual,Individual,2.0,105381,1.3,103.0,1,12.58
Hyundai,Diesel,Automatic,Individual,4.3,80299,2.5,197.0,1,16.26
Toyota,Petrol,Automatic,Dealer,3.6,102509,1.0,122.0,2,12.18
Toyota,Petrol,Manual,Certified,9.5,113667,1.5,91.0,1,9.16
Hyundai,Petrol,Manual,Certified,5.3,70866,1.1,80.0,1,10.41
Kia,Diesel,Manual,Individual,7.5,95658,1.6,166.0,1,8.64
Kia,Petrol,Manual,Individual,12.1,137463,1.8,131.0,3,4.5
Toyota,Petrol,Automatic,Individual,4.7,78994,2.2,134.0,1,15.55
Ford,Petrol,Automatic,Dealer,5.8,74319,1.7,172.0,2,14.8
Nissan,Hybrid,Automatic,Individual,5.5,73715,1.7,182.0,2,19.35
Hyundai,Diesel,Automatic,Individual,5.6,125442,1.3,119.0,1,7.99
Hyundai,Hybrid,Automatic,Individual,9.5,100013,1.8,138.0,1,10.58
Ford,Petrol,Automatic,Dealer,2.2,83544,1.4,182.0,1,20.45
Kia,Petrol,Manual,Individual,8.4,109851,2.5,177.0,2,7.18
Toyota,Electric,Automatic,Individual,3.5,115804,1.6,75.0,1,23.0
Toyota,Petrol,Automatic,Dealer,2.5,89398,1.4,141.0,1,14.95
Ford,Hybrid,Manual,Dealer,8.3,67231,1.9,180.0,1,16.43
BMW,Diesel,Manual,Individual,6.4,68690,2.2,150.0,3,19.3
Toyota,Petrol,Automatic,Dealer,3.6,34535,1.2,91.0,1,21.08
Hyundai,Petrol,Automatic,Dealer,6.5,106713,2.4,269.0,2,15.78
Honda,Petrol,Automatic,Individual,2.3,90362,2.2,160.0,1,17.78
Toyota,Electric,Automatic,Certified,1.6,117874,1.6,141.0,1,29.82
Hyundai,Petrol,Automatic,Dealer,4.9,122034,2.1,153.0,3,11.87
Hyundai,Petrol,Automatic,Dealer,1.5,99057,2.0,202.0,2,19.44
Kia,Petrol,Manual,Dealer,5.2,95834,2.0,167.0,1,13.88
BMW,Hybrid,Automatic,Certified,6.5,168959,1.4,133.0,1,23.17
Honda,Petrol,Automatic,Dealer,9.0,47155,2.3,185.0,4,12.5
BMW,Petrol,Automatic,Individual,5.1,90101,1.2,154.0,3,22.42
Honda,Electric,Automatic,Individual,5.6,159575,1.4,142.0,1,15.75
Hyundai,Petrol,Automatic,Dealer,4.7,62151,1.3,75.0,4,9.63
Honda,Petrol,Automatic,Dealer,7.9,111861,2.4,142.0,2,10.16
Honda,Diesel,Automatic,Individual,11.2,90416,2.4,226.0,1,12.44
Nissan,Petrol,Manual,Dealer,3.2,62032,1.7,75.0,1,13.97
Kia,,Automatic,Dealer,6.8,79912,3.1,156.0,1,21.18
Honda,Petrol,Automatic,Dealer,3.9,61019,2.2,234.0,1,23.62
Toyota,Petrol,Manual,Certified,4.1,102206,2.4,140.0,3,12.42
Ford,Diesel,Manual,Individual,5.6,88435,2.0,156.0,3,10.42
Kia,Petrol,Manual,Dealer,6.9,118379,2.2,162.0,2,10.84
Hyundai,Diesel,Manual,Individual,3.4,48738,1.5,182.0,2,16.11
Hyundai,Hybrid,Manual,Certified,3.7,92486,1.5,88.0,1,15.54
Honda,Diesel,Automatic,Individual,6.7,120610,1.0,75.0,1,6.5
Ford,Diesel,Automatic,Dealer,6.9,112594,1.2,198.0,1,16.0
Ford,Petrol,Manual,Dealer,7.9,102618,1.4,132.0,1,5.56
BMW,Petrol,Manual,Individual,6.5,116503,2.5,123.0,1,13.67
Nissan,Hybrid,Manual,Dealer,6.3,97392,1.7,157.0,1,14.93
Ford,Petrol,Automatic,Dealer,6.2,120132,2.1,123.0,2,12.41
Mercedes,Hybrid,Manual,Dealer,5.7,61203,1.8,178.0,3,29.31
Honda,Petrol,Automatic,Certified,3.0,94764,2.0,167.0,1,17.96
Ford,Diesel,Automatic,Individual,3.4,119422,1.9,189.0,2,13.76
Honda,Diesel,Automatic,Individual,5.7,74173,1.9,149.0,4,16.83
Honda,Diesel,Automatic,Dealer,6.0,56468,1.9,179.0,1,17.25
Toyota,Diesel,Manual,Individual,1.4,103646,1.8,96.0,1,15.94
Kia,Electric,Automatic,Individual,4.7,120632,2.2,126.0,1,17.63
BMW,Electric,Manual,Dealer,10.7,115690,1.7,156.0,3,21.82
Toyota,Petrol,Manual,Individual,7.5,120880,2.1,209.0,1,11.33
Toyota,Petrol,Automatic,Individual,5.9,68636,2.1,171.0,2,14.95
Ford,Diesel,Manual,Individual,6.4,118211,2.3,148.0,2,6.95
Toyota,Electric,Automatic,Individual,3.4,90347,2.4,151.0,1,26.62
Nissan,Electric,Automatic,Dealer,5.7,63656,1.0,,1,17.38
Kia,Diesel,Automatic,Individual,3.6,68507,1.9,164.0,1,14.43
Nissan,Electric,Manual,Individual,4.1,124784,1.6,147.0,1,17.51
Ford,Petrol,Automatic,Dealer,7.8,92664,1.3,179.0,1,15.03
Honda,Electric,Automatic,Individual,6.2,84266,1.6,105.0,1,19.33
Honda,Diesel,Automatic,Dealer,3.3,90740,1.6,202.0,3,16.26
Hyundai,Petrol,Manual,Certified,0.1,87047,1.7,109.0,2,14.45
Kia,Petrol,Automatic,Individual,5.2,98553,1.6,95.0,2,9.54
Toyota,Petrol,Manual,Certified,6.2,51803,1.6,187.0,1,18.14
BMW,Petrol,Automatic,Certified,3.6,67824,1.9,176.0,1,24.93
Hyundai,Petrol,Manual,Individual,8.4,145714,2.1,187.0,1,4.5
Nissan,,Automatic,Certified,1.3,75927,2.4,132.0,4,19.62
BMW,Diesel,Automatic,Dealer,9.0,128485,1.1,108.0,1,16.59
Ford,Diesel,Automatic,Individual,6.9,140836,1.8,188.0,1,7.88
Kia,Hybrid,Automatic,Certified,2.0,47823,1.2,135.0,2,22.14
BMW,Diesel,Manual,Dealer,3.7,42975,1.8,177.0,1,25.33
Nissan,Diesel,Automatic,Dealer,3.1,98288,2.0,177.0,1,16.9
Hyundai,Diesel,Automatic,Dealer,6.4,76155,1.6,101.0,3,13.45
Honda,Petrol,Manual,Individual,2.5,65104,1.6,196.0,2,14.59
Ford,Petrol,Manual,Individual,3.8,103307,1.7,120.0,1,9.85
Ford,Diesel,Manual,Dealer,6.1,46236,1.2,129.0,1,12.69
Toyota,Petrol,Manual,Individual,3.1,122714,1.6,129.0,2,6.48
Toyota,Petrol,Automatic,Certified,8.3,132664,1.9,150.0,3,12.93
Ford,Petrol,Manual,Certified,4.5,98228,1.0,163.0,1,12.52
Toyota,Petrol,Automatic,Certified,2.7,84378,1.4,91.0,4,18.63
Honda,Petrol,Manual,Certified,4.4,124950,2.3,111.0,1,12.0
Hyundai,Electric,Manual,Dealer,3.5,77893,1.9,162.0,1,25.27
Mercedes,Diesel,Automatic,Individual,7.5,88581,1.8,214.0,1,24.72
Ford,Petrol,Manual,Individual,1.9,105265,1.3,109.0,1,12.21
Ford,Diesel,Manual,Certified,6.2,106926,1.6,121.0,2,13.31
Toyota,Hybrid,Automatic,Dealer,8.3,69641,2.8,168.0,1,19.7
Toyota,Petrol,Manual,Dealer,5.5,70592,2.5,154.0,1,14.99
Ford,Petrol,Automatic,Individual,5.2,90609,1.9,184.0,4,11.91
Kia,Diesel,Manual,Individual,9.1,150460,1.3,118.0,1,4.5
Hyundai,Hybrid,Manual,Individual,3.6,137289,2.0,151.0,2,12.64
Mercedes,Diesel,Automatic,Individual,10.5,107426,1.3,164.0,1,17.85
Kia,Petrol,Automatic,Dealer,9.8,109572,1.9,155.0,1,10.45
Toyota,Diesel,Automatic,Dealer,2.9,120591,2.1,186.0,1,17.28
Toyota,Diesel,Manual,Individual,6.2,126447,1.0,90.0,3,6.3
Nissan,Diesel,Manual,Dealer,0.0,68307,2.2,138.0,2,20.31
Ford,Petrol,Automatic,Individual,3.4,39335,2.2,130.0,1,18.92
Ford,Diesel,Automatic,Individual,10.2,128591,1.7,179.0,1,7.49
Toyota,Petrol,Manual,Certified,9.5,101709,1.6,114.0,1,10.42
Ford,Petrol,Manual,Dealer,3.2,76148,1.6,135.0,1,12.43
Honda,Diesel,Automatic,Individual,9.4,121342,2.7,168.0,1,10.9
Honda,Hybrid,Manual,Dealer,7.8,121303,1.5,134.0,2,13.31
Mercedes,Petrol,Automatic,Individual,2.2,70295,2.4,128.0,3,23.34
Toyota,,Automatic,Dealer,5.1,113308,2.0,153.0,4,13.08
Ford,Hybrid,Manual,Individual,1.8,112983,1.7,147.0,1,16.65
Ford,Diesel,Automatic,Individual,3.2,117276,1.4,192.0,4,10.51
Ford,Petrol,Automatic,Certified,4.0,58652,1.1,178.0,1,22.14
Mercedes,Electric,Automatic,Individual,6.5,121595,2.6,125.0,2,28.09
Ford,Hybrid,Automatic,Dealer,2.8,97919,1.7,,1,23.96
Hyundai,Petrol,Automatic,Certified,6.5,122531,1.9,84.0,1,11.61
Kia,Petrol,Automatic,Individual,4.3,68984,1.4,168.0,2,13.39
Ford,Petrol,Automatic,Certified,8.6,115102,1.6,83.0,1,7.83
Mercedes,Diesel,Automatic,Dealer,4.8,59876,1.9,157.0,1,27.54
Kia,Hybrid,Manual,Dealer,2.6,45107,1.9,107.0,2,19.63
Toyota,Diesel,Manual,Certified,6.1,117401,1.9,136.0,1,15.05
Ford,Diesel,Automatic,Individual,7.4,49773,1.1,217.0,2,14.09
Kia,Electric,Automatic,Individual,9.4,98087,1.7,119.0,4,15.85
Ford,Diesel,Automatic,Dealer,5.8,135133,1.6,97.0,1,9.69
Hyundai,Petrol,Automatic,Individual,4.8,66673,2.1,183.0,2,17.31
Nissan,Hybrid,Automatic,Certified,7.2,123511,2.0,152.0,1,17.42
Honda,Hybrid,Automatic,Individual,2.7,130523,2.3,148.0,1,20.4
Nissan,Electric,Automatic,Dealer,8.3,89869,2.9,173.0,2,22.92
Nissan,Diesel,Automatic,Dealer,1.4,107112,2.3,164.0,1,17.47
Mercedes,Petrol,Automatic,Individual,0.9,75997,2.3,217.0,1,36.17
Ford,Hybrid,Automatic,Certified,5.3,86358,1.9,176.0,1,21.36
Hyundai,Petrol,Automatic,Individual,6.1,92920,1.8,272.0,3,16.0
Honda,Hybrid,Automatic,Dealer,4.9,68553,2.3,170.0,1,22.05
Toyota,Electric,Automatic,Certified,6.7,93840,1.5,81.0,1,19.25
Kia,Petrol,Automatic,Individual,4.1,53187,2.1,165.0,1,14.4
Mercedes,Petrol,Manual,Dealer,6.4,77731,1.5,131.0,1,20.47
Hyundai,Petrol,Automatic,Dealer,4.1,116006,1.8,199.0,2,14.35
Ford,Petrol,Manual,Certified,2.4,108166,2.6,140.0,1,15.68
