age,income_k,credit_score,tenure_years,monthly_spend,satisfaction_score,target_class
40,61.09,783,10.68,986.5,5.58,1
48,46.87,601,3.98,991.03,4.33,0
23,43.96,650,4.26,547.8,5.49,1
34,50.62,658,4.59,1054.47,7.8,0
37,43.19,675,8.16,1122.01,9.31,0
44,69.1,723,2.41,943.99,8.77,1
32,57.48,687,2.58,755.78,6.25,0
19,72.23,723,3.86,997.42,7.99,1
41,53.35,652,3.19,671.67,4.47,0
46,53.91,706,8.65,642.56,8.88,1
34,88.1,686,8.45,1076.47,7.35,0
39,35.65,583,4.55,1141.08,7.75,1
30,79.27,714,5.42,736.62,3.69,1
27,84.82,687,0.0,643.63,7.26,1
45,71.49,630,4.63,706.87,9.33,0
39,55.04,650,9.73,943.48,7.01,0
40,81.4,652,4.46,643.88,6.43,1
50,55.17,663,2.72,1182.44,6.19,0
24,49.41,803,10.13,797.72,5.49,1
29,54.18,826,2.66,980.58,6.71,1
37,51.45,500,10.64,736.5,4.75,0
29,45.8,714,14.66,1028.49,7.25,1
43,76.65,747,5.67,1046.49,8.24,1
33,48.4,665,9.73,530.88,5.93,1
25,59.56,745,0.99,750.47,7.15,1
36,38.34,796,0.86,865.54,6.48,0
37,60.46,584,3.61,784.46,7.17,0
44,42.66,689,8.47,1091.75,7.94,1
39,42.29,817,6.01,768.62,7.2,1
40,58.36,593,5.44,1057.27,7.87,0
38,75.85,672,2.13,1006.63,7.36,0
33,66.61,649,5.62,876.25,7.87,0
28,67.64,754,4.07,1066.4,7.05,1
38,58.05,763,3.23,561.66,7.07,1
32,54.97,691,2.98,886.43,7.61,0
52,71.87,682,6.58,729.67,6.47,1
48,51.55,560,3.84,876.48,7.25,0
41,72.52,780,5.98,796.73,5.24,1
39,78.54,655,0.69,913.2,3.86,0
34,47.38,670,7.51,902.09,6.71,0
22,49.58,748,6.72,930.53,5.38,1
33,51.81,694,5.31,939.24,9.47,1
36,38.0,750,6.48,1026.14,5.37,0
37,52.96,722,8.8,623.08,7.72,1
40,79.52,694,1.65,1012.06,5.5,0
44,44.32,702,6.2,567.22,6.53,1
28,79.88,601,2.08,285.24,4.89,1
28,53.5,670,6.26,1333.94,4.75,0
50,91.71,756,5.22,693.46,6.99,1
43,49.77,617,5.93,801.43,5.97,0
31,57.84,630,8.55,489.98,7.68,1
34,46.35,618,8.46,800.02,8.44,0
34,49.68,691,9.26,945.5,4.17,0
35,80.07,778,4.81,953.41,8.14,1
40,67.12,718,8.11,634.51,5.06,1
60,75.43,528,7.52,802.4,6.0,0
37,40.27,725,4.89,981.13,4.4,0
42,69.82,649,6.35,952.48,4.44,0
18,45.43,716,5.6,928.22,3.58,0
30,39.94,670,10.18,1067.29,5.89,0
47,63.58,620,8.43,876.02,6.59,0
39,63.43,675,4.99,1206.29,5.94,0
18,60.8,649,4.78,835.51,3.81,0
42,70.76,702,8.87,1052.79,3.56,0
54,73.1,618,10.02,1060.63,6.52,0
18,82.05,601,6.95,539.39,7.68,1
50,42.14,731,7.98,997.0,6.87,1
18,82.53,758,9.91,759.17,9.3,1
44,88.23,721,5.48,678.05,6.44,1
35,54.51,635,6.25,806.63,6.97,0
18,34.97,628,7.46,935.57,6.47,0
39,39.25,632,4.71,555.72,5.33,0
47,53.07,742,11.1,905.91,6.25,1
39,90.21,622,4.69,852.13,7.76,1
41,60.26,742,6.18,1128.4,7.82,1
31,50.74,725,11.75,760.62,7.04,1
18,49.72,767,0.41,1161.76,8.87,0
42,40.16,754,6.65,985.1,7.19,1
52,73.12,718,4.02,892.63,6.99,1
46,58.62,577,6.0,1180.21,8.75,0
18,91.5,723,2.38,1322.96,5.43,0
20,69.42,688,4.89,853.68,8.64,1
27,72.45,654,6.07,737.18,5.04,1
19,56.37,775,6.71,994.38,6.1,0
35,43.63,669,8.69,586.93,3.75,0
39,46.9,643,0.0,613.77,6.88,0
21,39.46,759,5.62,1187.51,8.49,1
43,73.66,652,5.48,1025.81,5.09,0
41,54.23,639,5.81,711.2,6.08,1
30,74.29,601,6.1,1589.71,6.17,0
33,62.04,623,3.51,595.93,6.18,0
18,55.61,629,1.36,1036.34,4.93,0
32,42.46,723,6.65,724.77,6.56,1
35,64.52,609,3.02,1291.84,8.86,0
37,56.72,550,7.21,783.2,5.75,0
39,73.53,701,3.19,837.39,6.85,1
37,49.27,636,8.08,502.07,6.83,1
32,69.24,679,5.84,1358.18,5.91,0
38,84.61,770,6.04,764.05,6.92,1
45,64.09,685,5.26,1005.64,5.93,0
34,71.78,786,4.78,901.04,7.13,0
38,68.58,675,5.3,778.68,6.39,1
33,88.47,750,9.54,409.91,4.39,1
29,65.57,642,1.4,849.77,3.8,0
40,70.5,688,4.06,840.23,3.29,0
29,59.46,615,9.17,970.13,5.88,0
39,48.38,623,8.46,1372.0,7.75,0
35,41.88,664,10.03,1041.79,5.4,0
32,79.0,587,5.82,1089.17,6.13,0
32,44.87,691,2.05,832.86,5.52,0
30,71.19,659,2.68,611.08,5.25,1
19,66.24,696,5.1,838.56,9.8,1
39,73.77,588,8.28,738.41,5.3,1
37,52.28,729,5.24,888.98,4.47,1
43,48.14,799,5.0,791.28,5.16,1
30,65.68,784,7.19,530.91,6.61,1
54,55.61,813,6.08,1178.74,5.64,1
31,41.53,683,4.68,869.03,6.93,0
26,89.08,655,3.0,827.39,5.4,1
25,48.13,714,8.84,656.95,5.62,1
18,45.1,663,9.14,795.41,5.44,0
50,56.37,558,2.83,710.07,6.36,0
49,78.79,737,4.79,637.32,7.57,1
41,27.5,664,8.0,935.8,7.73,0
26,77.55,577,2.59,796.86,8.61,0
53,46.33,644,7.1,1064.69,4.53,0
31,63.97,665,5.02,820.72,4.94,0
32,49.86,681,2.35,925.25,5.12,0
49,89.88,682,11.33,918.98,6.49,1
42,61.87,776,4.98,984.66,4.88,0
57,49.38,590,7.57,714.94,5.47,0
37,55.48,669,2.64,1097.81,7.53,0
31,61.34,618,10.66,640.4,8.11,1
29,62.67,768,11.84,909.34,7.54,1
18,66.58,641,1.49,634.92,6.98,0
32,59.98,656,5.51,873.44,5.51,0
46,39.34,753,9.98,1095.99,6.53,1
41,54.9,773,4.59,1022.21,8.21,1
35,69.1,783,7.23,1132.88,7.49,1
25,49.95,565,0.96,833.29,7.83,0
37,70.09,714,3.64,1099.96,7.93,0
45,60.48,699,6.92,747.71,6.01,1
39,56.73,676,4.23,799.14,7.45,1
37,77.91,685,4.92,928.61,5.93,0
27,33.93,770,1.45,1087.0,7.39,0
44,49.87,753,7.96,779.58,8.34,1
18,78.49,743,1.98,1052.93,8.83,1
39,87.45,694,10.62,950.86,7.39,1
61,94.29,839,3.95,974.11,7.09,1
20,60.76,652,8.4,711.98,8.58,1
33,66.87,567,8.11,815.36,5.2,0
35,72.26,661,3.04,879.4,8.67,1
30,79.13,684,4.27,974.25,6.7,0
45,64.7,771,4.63,722.37,6.71,0
40,73.89,644,4.83,615.77,5.82,0
37,66.9,714,2.11,430.79,4.74,1
43,67.83,577,7.6,1064.08,8.71,0
35,46.22,756,3.93,1107.7,7.11,1
65,55.06,685,5.66,457.87,5.95,0
37,52.16,660,9.02,916.65,7.03,1
37,42.17,829,7.72,817.03,6.0,1
18,35.23,755,4.14,1167.75,3.94,1
30,53.65,607,9.12,853.74,6.23,0
46,56.04,672,8.0,1020.01,4.39,0
22,61.58,850,3.88,806.45,6.86,1
18,68.34,819,4.46,748.84,8.88,1
35,62.82,745,9.0,1068.79,5.54,0
49,56.15,551,8.34,1137.24,7.69,0
35,46.27,773,1.49,620.84,5.54,1
32,73.16,636,2.98,1151.34,6.47,0
18,58.47,773,8.09,685.55,5.18,1
40,53.49,629,2.48,386.95,7.43,1
42,57.2,714,8.41,902.38,8.52,1
18,49.01,635,11.81,1011.58,6.79,0
46,52.04,655,7.12,566.54,7.3,1
43,51.56,724,3.23,463.79,7.3,1
46,55.69,588,6.53,791.15,6.13,0
41,69.84,846,9.1,761.72,8.46,1
42,66.11,608,6.3,1201.32,5.72,0
40,83.2,604,7.45,902.66,4.14,0
44,78.18,724,3.6,1061.6,5.12,0
18,89.35,770,3.83,946.13,7.42,1
20,68.39,657,8.72,1245.11,5.92,0
28,68.15,605,3.86,703.83,6.64,0
34,52.69,615,0.0,880.65,6.14,0
39,72.39,608,5.08,554.8,6.77,0
38,50.16,702,6.94,1078.51,8.14,1
46,37.94,675,9.18,1145.09,8.79,0
46,82.89,710,10.94,1092.01,5.05,1
26,41.26,706,6.25,872.57,7.9,1
37,66.58,738,7.98,572.32,6.8,1
27,46.8,651,6.36,880.99,4.67,0
33,76.9,628,7.06,750.9,7.24,0
38,78.94,691,5.44,1102.98,9.27,1
18,67.94,676,7.16,806.12,5.39,1
59,78.7,698,3.81,801.43,6.16,1
41,60.11,630,11.94,1378.28,4.09,0
29,93.51,725,0.0,1075.85,6.32,1
54,71.19,598,7.71,1136.71,6.74,0
32,46.49,649,6.96,787.34,9.46,1
36,61.04,759,7.11,657.92,5.1,1
30,57.71,601,2.45,1134.7,7.95,0
52,56.24,754,0.97,1228.26,6.95,0
34,35.14,581,7.82,616.97,9.85,1
36,65.8,569,10.02,786.15,6.76,1
47,39.21,575,6.66,698.86,6.42,0
41,22.12,688,8.42,1005.91,7.77,0
34,54.84,731,4.63,1139.0,7.23,1
46,48.66,770,6.99,818.97,7.9,1
60,47.08,765,9.68,818.33,7.34,1
38,20.0,740,5.06,469.52,4.29,0
36,47.24,622,9.56,690.07,7.28,1
37,57.4,621,1.1,1231.61,7.25,0
48,50.49,735,4.16,1008.39,5.39,0
29,65.81,779,7.64,1103.78,6.93,1
32,80.89,608,11.71,819.66,3.75,0
20,67.75,771,6.04,839.93,6.88,1
23,75.4,546,2.9,904.1,7.53,0
30,76.64,707,11.64,971.33,7.94,1
34,44.72,673,5.62,1202.73,7.55,0
53,66.59,666,7.99,751.99,5.17,1
40,74.93,682,5.0,869.62,4.3,0
26,53.46,620,6.43,725.48,7.91,1
28,48.14,711,4.31,467.0,7.11,1
49,67.96,684,12.77,1102.43,7.24,1
46,37.78,745,9.57,1284.44,9.02,1
35,43.68,791,11.3,1068.4,4.09,0
31,50.0,689,3.63,950.66,9.2,1
46,66.76,623,0.52,1307.76,5.66,0
25,63.28,600,5.12,1000.95,7.74,0
39,75.49,799,13.55,1076.6,6.48,1
58,46.17,790,5.03,931.01,5.98,1
37,45.37,742,9.16,964.61,4.24,0
27,67.86,684,2.93,870.75,5.49,0
39,48.02,737,3.51,1083.17,7.2,0
30,50.95,771,5.76,659.92,7.03,1
21,32.15,637,12.33,992.24,7.93,1
42,64.36,682,9.3,712.33,5.46,0
46,83.12,603,0.0,1012.17,7.62,0
32,44.56,671,8.0,1426.71,6.6,0
31,75.33,788,2.55,1053.97,7.45,1
25,59.11,755,3.96,1158.26,7.27,0
34,33.52,689,7.53,1098.54,5.79,0
29,46.58,500,10.2,388.33,6.88,0
25,45.65,634,10.05,871.03,7.19,1
54,55.25,687,6.99,998.53,7.68,1
40,66.29,665,7.04,440.44,8.76,1
41,87.73,682,10.04,837.55,5.55,1
44,38.53,697,1.27,882.57,4.75,0
43,52.73,643,11.48,629.05,8.43,1
31,46.56,679,3.79,686.67,4.57,0
38,40.98,670,6.78,1194.22,8.05,0
32,61.43,631,4.51,200.0,5.14,0
39,60.02,809,2.53,959.72,5.56,0
38,32.79,647,7.38,1155.99,6.38,0
31,60.27,522,6.71,894.03,4.32,0
22,41.92,805,5.68,1209.9,5.04,1
36,60.18,621,5.54,805.98,3.99,0
33,79.04,743,10.58,700.89,7.5,1
18,66.95,632,12.58,897.92,6.48,1
40,62.66,720,9.76,816.06,6.52,1
45,52.07,677,6.83,774.2,6.41,0
60,61.0,750,1.09,860.3,6.47,1
31,68.45,665,7.88,725.76,5.78,1
30,66.96,634,8.01,715.66,7.93,1
24,58.51,698,8.31,653.16,3.86,1
37,63.26,653,2.58,991.64,4.34,0
37,40.25,545,8.55,680.22,8.54,0
27,48.98,638,10.68,626.75,6.9,1
33,70.61,850,3.05,663.78,3.46,1
18,72.63,553,8.05,945.24,6.98,0
44,61.4,697,3.56,1047.26,4.12,0
27,82.18,663,5.69,1065.23,8.45,0
35,67.62,809,3.15,947.15,7.88,1
21,56.5,602,4.95,1017.82,9.65,1
29,41.7,687,4.97,887.95,6.05,0
32,81.58,728,7.24,1000.23,4.67,1
35,71.55,667,8.67,996.85,5.69,0
40,86.97,626,9.65,739.48,5.72,1
49,92.5,678,4.04,663.36,7.08,0
42,40.7,658,7.08,1197.47,3.75,0
45,40.73,658,2.71,927.58,6.49,1
49,20.0,745,5.67,1131.39,4.98,0
41,73.78,708,6.13,658.0,5.73,1
35,69.85,719,3.23,810.78,8.57,1
45,61.47,703,7.68,597.14,8.0,1
46,41.61,747,5.53,1042.19,7.59,1
41,58.66,771,6.46,764.81,7.45,1
20,62.77,660,9.67,778.06,6.1,1
27,71.74,737,4.72,1330.28,6.43,1
32,64.09,589,8.55,1046.58,4.14,0
43,69.96,522,10.33,1043.9,4.65,0
35,58.14,808,10.14,635.54,6.69,1
46,77.72,657,5.44,491.34,4.82,0
48,69.48,698,3.08,1113.54,7.53,0
47,42.2,594,3.87,407.12,6.43,0
47,80.84,591,1.24,789.65,6.05,0
25,78.38,630,8.06,721.44,5.59,1
40,66.98,725,8.24,696.47,7.18,1
29,64.21,644,6.35,802.99,7.52,0
19,84.88,656,1.87,667.74,5.18,1
32,35.5,628,4.9,632.48,5.71,0
48,78.62,762,10.14,956.12,6.22,1
40,52.86,741,7.83,1134.59,6.98,0
55,76.43,646,8.35,518.02,6.96,1
37,61.81,728,15.92,943.02,6.35,1
59,41.36,663,6.98,1019.11,7.56,1
37,52.55,656,0.0,998.23,6.3,0
35,75.33,677,2.7,851.33,4.41,0
22,56.85,725,6.92,768.64,8.51,1
46,50.68,618,6.06,1066.89,7.97,0
30,50.58,715,5.48,973.77,4.43,0
29,69.63,850,5.54,483.25,6.77,1
48,86.26,693,3.65,851.37,8.45,1
47,27.89,683,7.12,912.21,6.04,0
46,102.01,674,10.18,659.38,7.66,1
31,63.06,713,11.2,846.44,8.17,1
34,68.7,567,11.11,1008.14,6.9,0
34,53.46,799,3.13,717.99,9.71,1
43,59.95,749,5.94,951.26,7.47,1
51,62.89,635,5.06,682.3,6.65,0
39,44.26,682,7.78,627.93,6.25,0
55,47.91,641,5.75,1035.43,6.43,0
44,77.77,701,5.32,1158.28,5.65,1
33,36.71,684,10.36,639.58,4.83,0
43,66.62,696,6.3,1109.67,5.15,0
52,54.44,608,6.37,897.13,6.29,0
55,45.59,646,7.24,413.04,7.7,1
47,89.58,760,8.03,584.31,6.99,1
35,45.68,643,8.05,1033.82,6.75,1
33,43.05,500,10.66,542.73,9.68,0
41,57.2,669,2.14,763.92,9.02,1
52,48.47,849,6.97,882.1,5.13,0
39,60.1,739,5.69,998.56,7.56,0
40,62.33,639,5.1,940.63,4.72,0
36,63.52,676,8.27,1245.08,6.9,1
32,58.14,728,9.89,720.52,4.44,1
33,49.47,557,4.22,921.69,5.59,0
36,69.65,620,11.06,999.58,7.44,0
52,58.32,708,1.71,1056.74,5.82,0
33,52.57,792,7.77,1131.28,4.88,0
36,82.2,649,3.33,804.5,5.47,0
26,58.18,790,4.07,1043.33,5.08,1
42,76.38,627,6.18,696.31,7.12,0
49,78.4,500,4.8,882.91,8.3,0
51,79.32,732,0.0,1010.27,6.2,1
37,70.37,718,7.83,1114.59,8.04,1
41,59.99,732,8.34,1025.45,5.64,1
33,59.04,729,5.52,919.92,6.35,0
40,56.34,693,5.28,882.51,9.18,1
38,27.5,662,4.88,1020.73,6.23,0
36,70.78,665,0.87,1381.63,8.1,0
36,63.67,648,0.55,1088.01,5.42,1
40,72.38,652,8.41,983.94,6.47,0
32,58.24,553,9.19,598.83,5.21,1
33,69.97,595,7.79,714.21,6.6,0
52,39.34,669,7.14,828.7,6.86,0
62,42.46,523,8.35,1100.2,7.63,0
23,22.86,539,8.15,693.91,5.63,0
22,57.98,657,3.64,1041.34,6.25,1
25,48.41,671,6.67,926.33,8.28,1
34,46.45,658,5.11,978.08,4.69,0
44,65.02,513,5.15,852.49,2.79,0
41,53.62,789,9.42,768.74,5.52,1
37,38.5,579,10.72,685.77,7.42,1
40,98.17,623,0.0,1034.55,6.62,0
28,59.44,592,5.23,883.12,5.07,0
33,43.75,771,5.08,663.01,6.61,1
35,49.95,709,9.48,949.12,5.95,1
19,57.4,647,1.65,1653.13,4.15,0
23,57.37,642,0.0,855.68,5.99,0
24,79.53,693,8.46,1263.9,7.62,1
43,58.81,593,8.89,331.24,6.08,1
37,87.83,707,0.65,840.5,4.23,0
41,53.51,642,5.63,1110.05,9.09,1
18,66.4,716,10.59,903.42,5.01,1
20,75.33,714,2.77,758.62,7.06,1
42,77.93,638,6.3,894.19,7.75,1
18,79.68,536,7.52,1116.72,7.13,0
47,55.92,663,1.72,1371.56,6.15,0
18,59.92,579,4.31,1134.41,3.78,0
43,22.81,686,0.93,788.96,8.26,0
26,57.06,662,5.51,848.77,4.75,0
45,76.37,639,3.63,850.4,7.96,0
65,73.45,589,6.62,709.21,8.17,0
18,58.7,763,7.9,865.89,4.67,1
42,85.49,648,10.17,839.76,4.65,1
18,54.24,845,13.0,635.88,5.91,1
39,49.26,682,6.62,1084.39,7.88,0
33,52.98,705,5.05,992.6,5.6,0
36,43.16,683,4.88,758.99,6.64,1
26,69.34,704,3.11,932.52,5.75,1
43,64.33,756,7.34,687.8,7.68,1
21,69.15,757,4.52,778.5,5.55,1
47,53.78,556,7.55,1051.29,5.42,0
31,59.13,740,3.2,1003.63,4.95,1
21,27.32,715,4.6,787.1,4.91,0
51,65.64,683,7.3,968.52,8.1,1
34,61.48,800,5.63,883.64,5.96,1
54,43.49,803,0.24,680.6,5.07,0
47,58.43,743,5.95,863.21,3.99,0
27,56.13,642,3.59,995.05,6.09,0
34,86.46,597,9.54,967.36,5.27,1
36,44.08,733,8.91,527.62,4.98,1
50,64.97,775,0.0,936.54,5.34,0
39,43.64,538,8.4,905.59,6.68,0
37,51.63,756,7.17,482.38,4.76,1
33,64.15,662,1.55,722.23,6.04,0
34,56.83,553,8.63,1008.16,7.83,1
48,59.91,713,2.16,1204.66,5.67,0
35,64.99,744,9.44,539.09,4.9,1
31,52.59,655,4.06,1115.45,8.08,0
29,73.26,606,1.45,486.32,6.37,0
29,55.42,800,12.36,1207.45,6.24,1
21,58.54,633,1.36,847.49,7.28,1
27,65.42,761,3.58,742.76,6.37,1
50,63.41,574,4.17,978.0,6.6,0
33,69.66,709,4.63,688.25,4.14,0
42,64.75,707,8.1,1013.5,5.24,1
18,67.04,741,6.17,872.73,9.29,1
41,55.12,785,9.01,200.0,4.94,1
33,43.97,623,7.12,721.64,6.6,1
30,38.59,716,0.98,942.04,9.11,1
37,34.94,584,7.65,1134.62,7.53,0
30,86.44,584,6.7,972.93,6.94,0
18,26.81,640,4.13,1131.11,5.3,0
44,77.91,709,12.22,703.33,5.57,1
37,47.69,797,7.83,1060.08,6.04,0
32,77.8,810,8.83,1063.77,7.01,1
25,26.96,655,8.93,541.19,8.41,1
20,56.47,701,4.74,1141.89,6.68,0
37,81.81,746,7.9,972.02,5.64,1
51,70.7,734,6.95,838.08,6.36,0
37,54.94,668,4.33,834.29,7.28,1
21,30.86,685,2.34,671.64,7.01,1
37,40.16,672,6.07,1038.78,6.13,0
34,80.84,665,7.76,966.45,4.82,1
44,54.78,656,6.05,1028.24,8.12,0
41,58.92,672,5.45,917.38,6.11,0
18,64.25,652,6.08,945.27,6.87,0
40,40.46,601,5.14,834.9,5.49,0
25,66.11,740,10.65,1136.89,5.45,1
21,53.71,716,6.81,1033.4,7.25,1
33,64.41,811,4.54,938.03,4.6,1
39,51.33,706,0.58,870.39,4.75,0
19,36.4,651,5.41,511.05,8.76,1
42,53.59,636,4.27,463.38,7.74,1
43,69.61,683,4.16,818.97,7.13,1
35,65.91,719,8.83,1179.11,4.89,1
26,60.46,663,6.24,744.93,6.83,1
25,73.47,577,0.95,753.58,6.39,0
45,56.95,628,7.86,686.08,5.84,0
20,60.84,681,1.25,616.11,6.37,0
46,52.8,732,8.08,698.92,4.35,0
33,74.35,576,4.57,961.3,3.4,0
34,64.37,699,6.26,791.8,6.95,1
18,51.65,695,5.93,781.81,6.74,1
34,37.66,648,5.56,762.22,6.88,0
41,76.57,639,6.63,952.14,7.65,1
22,48.84,628,6.25,985.87,7.27,0
40,61.08,690,11.61,488.82,8.73,1
36,95.29,759,6.67,732.74,8.27,1
29,72.02,764,6.74,880.33,6.59,1
44,84.17,601,3.87,996.56,6.74,1
18,51.93,667,7.14,928.09,6.84,1
38,76.06,526,2.93,1081.03,4.2,0
51,60.4,688,9.45,589.39,7.88,1
49,65.49,722,1.55,991.34,7.38,0
39,90.31,790,3.47,1351.29,4.01,0
32,55.82,555,1.11,910.5,8.82,0
29,60.29,604,7.26,919.46,5.86,1
32,46.45,690,4.73,1014.24,6.31,1
40,73.33,567,8.06,780.03,6.28,0
27,51.59,692,3.07,691.69,6.24,0
43,75.34,724,7.59,912.76,10.0,1
56,35.25,590,7.74,536.12,6.11,0
34,68.23,689,6.64,987.11,6.01,1
22,50.34,595,6.09,1024.2,6.53,0
22,70.96,776,6.41,547.16,5.23,1
43,59.8,694,3.27,935.86,6.94,1
34,51.97,635,2.77,852.38,5.27,0
44,54.2,593,7.63,1225.13,7.25,0
30,47.24,707,4.89,1188.17,4.94,0
43,72.57,775,7.36,1085.16,5.62,1
33,44.27,626,10.65,1166.35,4.99,0
28,55.99,649,4.63,819.65,5.7,0
31,65.18,627,4.2,957.19,3.82,0
23,84.2,789,5.03,844.46,2.83,1
55,59.86,546,6.12,680.63,6.02,0
34,56.36,770,7.84,918.19,4.2,1
41,64.1,654,5.91,881.69,9.1,1
30,28.9,675,12.24,855.49,5.96,1
24,42.02,656,7.26,886.97,7.56,1
33,54.37,697,8.34,913.38,6.96,1
46,49.31,629,5.89,1095.33,4.91,0
30,35.99,754,9.04,771.42,5.87,1
26,72.87,757,5.38,618.48,7.61,1
37,63.9,611,4.07,1049.16,7.51,0
40,62.1,727,8.72,1088.45,7.8,1
51,49.59,655,5.83,978.75,5.52,1
39,61.19,684,6.74,649.47,7.38,1
41,67.72,787,8.95,871.07,5.59,1
42,56.03,633,6.42,962.71,8.02,1
23,66.67,745,5.55,664.96,7.97,1
25,48.06,712,4.39,731.82,4.44,0
24,61.46,666,9.19,867.75,6.91,1
22,77.14,706,4.97,1160.25,4.86,0
43,78.48,697,5.85,949.54,7.74,1
38,79.91,599,6.86,774.04,4.81,0
36,64.28,638,6.85,855.63,6.98,1
18,60.47,607,9.04,753.42,7.61,1
56,53.27,661,5.79,809.36,6.6,0
26,32.89,774,10.13,1058.9,7.79,1
56,39.83,721,5.25,477.6,6.94,1
21,57.48,580,7.11,1189.29,8.85,0
27,58.38,661,5.45,1381.62,4.85,0
18,81.18,696,12.28,935.76,5.92,1
39,79.72,732,4.95,717.16,3.62,0
24,49.7,634,5.22,1155.91,6.06,0
24,72.27,593,6.34,961.15,4.72,0
21,52.84,676,5.2,784.29,4.42,0
43,70.24,720,6.94,686.18,4.17,0
42,72.09,696,9.69,810.72,5.79,0
53,78.63,618,6.44,942.37,6.88,1
28,52.61,803,6.55,1097.01,7.22,1
37,75.21,673,5.31,962.52,8.0,1
22,31.91,694,4.48,999.91,7.92,0
32,79.44,634,6.29,826.58,4.81,0
30,59.62,757,6.02,1088.08,5.39,1
40,59.94,720,9.52,854.52,6.79,1
45,29.44,702,3.12,1304.36,6.81,0
45,54.17,599,10.36,756.39,8.57,1
27,80.33,757,5.56,986.9,6.07,1
45,53.6,733,6.45,1381.67,7.65,1
35,70.7,751,2.81,1129.23,6.29,0
32,60.52,683,7.69,1063.99,7.04,1
28,75.94,675,3.12,965.3,7.08,0
29,62.87,667,7.12,911.62,6.47,0
52,46.02,840,6.83,861.75,5.04,1
38,60.85,642,5.02,776.4,6.92,1
37,84.02,597,0.0,562.14,7.46,0
32,67.46,654,12.48,1040.94,6.66,1
59,58.25,643,2.84,561.63,2.36,0
48,93.84,768,6.82,1043.3,6.24,0
28,77.39,585,3.81,831.97,7.52,1
32,72.25,641,9.14,689.8,5.03,0
33,64.76,693,4.86,1209.25,8.1,1
36,70.95,769,3.74,581.2,5.58,1
28,71.44,730,7.79,753.45,6.02,1
39,27.26,793,2.18,774.02,6.81,1
50,65.92,704,4.76,932.91,5.12,0
22,57.59,666,8.07,765.21,7.87,1
24,52.5,740,10.52,1221.58,8.4,1
30,57.07,584,3.11,598.32,4.85,0
31,36.66,560,4.17,1798.79,6.22,0
55,32.93,748,7.06,667.07,9.34,1
45,78.7,695,0.01,1550.29,8.15,0
44,66.93,747,10.07,1140.47,4.08,0
32,23.8,620,3.0,875.74,8.25,0
32,51.35,770,4.69,949.86,1.37,0
20,73.21,727,6.78,816.67,7.42,1
43,55.8,678,6.15,976.35,5.21,0
40,78.68,695,3.11,737.86,7.19,1
48,75.75,704,11.16,1055.98,6.87,1
33,39.65,620,0.0,940.04,6.7,0
34,57.85,653,2.63,682.31,7.38,1
37,53.28,703,4.09,993.97,5.76,0
44,39.16,650,3.15,980.39,5.6,0
20,38.19,577,9.66,742.23,7.9,0
42,47.91,701,1.02,805.9,6.51,0
35,50.39,739,10.67,1012.75,5.65,0
24,64.25,755,5.17,1139.96,6.23,1
18,75.66,717,1.92,868.7,6.1,1
34,67.7,737,0.0,1104.74,5.98,1
49,71.26,749,5.35,1156.75,7.16,0
52,56.0,686,3.89,1186.72,5.19,0
39,69.05,532,6.71,991.74,8.78,0
55,57.77,761,4.65,701.62,6.84,1
35,53.38,617,8.87,1096.09,3.75,0
45,88.46,601,5.57,857.89,6.91,0
30,25.04,603,4.73,1011.43,5.1,0
30,31.9,850,8.92,761.62,6.46,1
28,65.74,711,6.68,767.96,6.27,1
18,56.03,607,8.32,745.69,7.52,1
48,38.45,632,9.45,608.51,7.5,1
29,44.18,680,5.12,770.92,6.83,1
27,46.13,718,6.11,672.75,9.36,1
23,73.39,700,8.53,1024.58,5.41,1
33,78.19,615,0.0,665.73,8.55,0
53,84.59,702,5.69,752.73,8.59,1
56,36.16,637,5.33,900.7,7.01,0
18,39.49,753,7.12,1298.73,7.19,0
31,38.47,684,3.6,747.74,7.93,0
25,79.33,627,9.29,595.91,6.03,1
45,66.26,728,3.79,611.39,5.74,1
38,61.2,707,4.62,710.66,5.82,0
29,63.44,647,4.01,755.5,6.94,0
36,59.15,731,9.69,1407.01,5.8,0
30,43.18,724,0.0,1112.68,5.42,0
51,67.7,764,11.36,830.7,4.95,1
40,57.21,730,10.42,1307.63,5.02,1
42,42.0,665,4.31,765.23,5.54,0
18,68.61,562,9.08,809.52,5.57,0
34,53.61,693,6.39,796.33,6.66,1
56,63.41,704,10.96,1125.91,5.34,0
48,58.13,684,8.85,884.61,7.24,1
18,73.37,500,12.58,1231.61,9.45,1
32,63.3,728,1.31,995.48,8.37,0
23,46.74,616,6.57,1099.97,4.91,0
52,64.83,728,0.83,500.45,6.05,1
37,65.32,799,4.44,526.19,4.59,1
27,67.67,662,12.75,533.43,6.79,1
35,75.54,711,7.4,805.82,6.88,1
18,50.76,682,8.95,561.45,6.76,1
24,70.02,717,7.54,1172.87,4.93,0
35,34.13,687,7.35,856.18,5.53,0
43,58.2,644,4.43,1035.38,7.93,0
18,55.88,617,3.87,791.7,7.1,0
31,81.72,791,4.35,1081.46,5.2,1
45,57.65,711,0.0,467.68,4.57,0
20,69.12,738,5.75,889.24,6.39,1
37,33.57,708,6.72,1010.16,6.32,0
36,54.72,748,4.14,1028.7,4.57,0
52,47.3,617,5.61,830.11,6.04,0
33,97.13,686,7.58,523.58,5.77,1
33,50.0,715,8.65,1122.48,5.62,1
